Host full name,Gelechiidae species name,Rank,COL status,COL taxon page,GBIF taxonKey
Bridelia ovata,Dichomeris microsphena  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/68QRP",3076220
Bridelia stipularis,Aristotelia zetetica  Meyrick; Dichomeris petalodes  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/692SV",3076290
Bridelia tomentosa,Dichomeris adelocentra  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/692T7",3076120
Bromelia pinguin,Recurvaria eromene  Walsingham; Schistonoea fulvidella  Walsingham; Taygete eromene  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/NCH5",5287905
Brugmansia arborea,Phthorimaea operculella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/NFCN",5341759
Buchanania,Palumbina glaucitis  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7NR9C",3190571
Buchanania arborescens,Palumbina glaucitis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/78FTZ",5544059
Butea monosperma,Istrianis crauropa  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/9CQ55",8234570
Caesalpinia,Anarsia ephippias  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CK8C",2958443
Cajanus,Anarsia ephippias  Meyrick; Dichomeris acuminatus  Staudinger; Mesophleps palpigera  Walsingham; Sitotroga cerealella  Olivier,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CK8F",2960263
Cajanus cajan,Anarsia acerata  Meyrick; Anarsia ephippias  Meyrick; Anarsia omoptila  Meyrick; Aproaerema modicella  Deventer; Brachyacma palpigera  Walsingham; Dichomeris acuminatus  Staudinger; Dichomeris exallacta  Meyrick; Hypatima taphronoma  Meyrick; Mesophleps   ; Mesophleps palpigera  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/PBHS",7587087
Calamagrostis,Helcystogramma lutatella  Herrich-SchÃ¤ffer,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VVTV",2704858
Calamagrostis epigejos,Helcystogramma lutatella  Herrich-SchÃ¤ffer,species,accepted,"https://www.catalogueoflife.org/data/taxon/PCG7",6431455
Calamagrostis epigejos,Helcystogramma lutatella  Herrich-SchÃ¤ffer,species,accepted,"https://www.catalogueoflife.org/data/taxon/PCG7",6431455
Calamus castaneus,Helcystogramma sp.,species,accepted,"https://www.catalogueoflife.org/data/taxon/PDXZ",5294364
Calamus manan,Coconympha iriarcha  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/5X6V7",5294092
Calicotome spinosa,Mirificarma cytisella  Treitschke; Mirificarma mulinella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/PJXG",2956359
Calluna,Aristotelia ericinella  Zeller; Neofaculta ericetella  Geyer; Prolita sexpunctella  Fabricius,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3FR3",2882481
Calluna vulgaris,Neofaculta ericetella  Geyer,species,accepted,"https://www.catalogueoflife.org/data/taxon/PWBL",2882482
Calophyllum inophyllum,Epimimastis glaucodes  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/PZHG",9531830
Calycotome,Mirificarma cytisella  Treitschke,genus,synonym,"https://www.catalogueoflife.org/data/taxon/9CS4D",
Calyptocarpus vialis,Helcystogramma melantherella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/Q6RX",3091480
Calystegia pubescens,Helcystogramma triannulella  Herrich-SchÃ¤ffer,species,accepted,"https://www.catalogueoflife.org/data/taxon/Q82H",2928439
Calystegia sepium,Helcystogramma triannulella  Herrich-SchÃ¤ffer; Monochroa rhenanella  Heydenreich,species,accepted,"https://www.catalogueoflife.org/data/taxon/Q82P",2928441
Camphorosma monspeliaca,Scrobipalpa ocellatella  Boyd,species,accepted,"https://www.catalogueoflife.org/data/taxon/QCKR",6035827
Capparis zeylanica,Anarsia didymopa  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/QS4W",5601836
Capsicum,Symmetrischema capsica  Bradley & Pov.; Symmetrischema dulce  Povolny; Symmetrischema tangolias  Gyen; Tildenia gudmannella  Walsingham,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3H75",2932937
Capsicum annuum,Gnorimoschema   ; Keiferia lycopersicella  Walsingham; Phthorimaea operculella  Zeller; Symmetrischema borsaniella  KÃ¶hler; Symmetrischema capsica  Bradley & Pov.; Symmetrischema capsicivorum  Povolny; Symmetrischema tangolias  Gyen; Tildenia gudmannella  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/QT4R",
Capsicum annuum frutescens,Symmetrischema dulce  Povolny,species,accepted,"https://www.catalogueoflife.org/data/taxon/QT6C",3799232
Capsicum frutescens,Tildenia gudmannella  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/QT6C",8403992
Caragana ussuriensis,Dendrophilia caraganella  Ponomarenko,species,accepted,"https://www.catalogueoflife.org/data/taxon/R22T",
Carduus,Scrobipalpa acuminatella  Sircom,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3HGD",3114511
Carex acutiformis,Monochroa arundinetella  Stainton,species,synonym,"https://www.catalogueoflife.org/data/taxon/R7WL",
Carlina,Metzneria aestivella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3HNR",3105349
Carlina salicifolia,Metzneria dichroa  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/5XC2Y",3105400
Carlina vulgaris,Metzneria carlinella  Stainton,species,accepted,"https://www.catalogueoflife.org/data/taxon/69C38",
Carpinus,Dichomeris ustalella  Fabricius; Dichomeris ventrella  Fitch; Psoricoptera gibbosella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VVZD",2875770
Carpinus betulus,Hypatima rhomboidella  Linnaeus; Recurvaria nanella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/RG23",2875818
Carthamus,Metzneria eatoni  Walsingham,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3HWX",3138214
Carthamus tinctorius,Syncopacma,species,accepted,"https://www.catalogueoflife.org/data/taxon/RH96",3138327
Carya,Dichomeris inversella  Zeller; Dichomeris ligulella  Hubner; Dichomeris ventrella  Fitch,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3HXZ",3054287
Carya alba,Dichomeris ventrella  Fitch,species,accepted,"https://www.catalogueoflife.org/data/taxon/RHRN",3054302
Carya illinoinensis,Dichomeris ventrella  Fitch,species,accepted,"https://www.catalogueoflife.org/data/taxon/8L3D2",3054289
Carya ovata,Dichomeris ligulella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/RHSS",3054296
Cassia,Mesophleps epiochra  Meyrick; Mesophleps palpigera  Walsingham; Polyhymno luteostrigella ?  Chambers; Stegasta bosquella costipunctella MÃ¶schler; Stegasta variana  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CK9S",2963414
Cassia ferruginea,Stegasta bosqueella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/RLJP",5357068
Cassia fistula,Anarsia acerata  Meyrick; Anarsia idioptila  Meyrick; Stegasta variana  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/RLJX",5357108
Cassine,Pectinophora gossypiella  Saunders,genus,accepted,"https://www.catalogueoflife.org/data/taxon/62KM3",3169181
Castanea crenata,Hypatima sp. 4,species,accepted,"https://www.catalogueoflife.org/data/taxon/RNSP",
Castanea dentata,Dichomeris ligulella  Hubner; Dichomeris ventrella  Fitch,species,accepted,"https://www.catalogueoflife.org/data/taxon/RNSR",5333230
Castilleja,Scrobipalpula lutescella  Clarke,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3J6L",3170565
Castilleja lutescens,Scrobipalpula lutescella  Clarke,species,accepted,"https://www.catalogueoflife.org/data/taxon/5XF39",3170613
Castilleja affinis,,species,ambiguous synonym,"https://www.catalogueoflife.org/data/taxon/RQ8X",
Ceanothus,Argyrolacia bifida  Keifer; Chionodes ceanothiella  Busck; Chionodes occidentella  Chambers; Gelechia anarsiella  Chambers; Telphusa sedulitella  Busck,genus,accepted,"https://www.catalogueoflife.org/data/taxon/62KF2",3039297
Ceanothus americanus,Recurvaria consimilis  Braun,species,accepted,"https://www.catalogueoflife.org/data/taxon/RYP3",3039318
Ceanothus cuneatus,Aristotelia adceanotha  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/RYPW",3039404
Ceanothus oliganthus,Recurvaria ceanothiella  Braun,species,accepted,"https://www.catalogueoflife.org/data/taxon/RYSH",3039398
Ceanothus oliganthus sorediatus,Chionodes occidentella  Chambers; Recurvaria ceanothiella  Braun; Recurvaria francisca  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/RYTN",
Ceanothus sanguineus,Chionodes ceanothiella  Busck; Gelechia monella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/RYTF",3039303
Ceanothus thyrsiflorus,Chionodes ceanothiella  Busck; Chionodes occidentella  Chambers; Filatima sp.  ; Recurvaria ceanothiella  Braun; Recurvaria francisca  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/RYTV",
Ceiba pentandra,Semophylax apicepuncta  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/S2C6",5406697
Ceiba thonningii,Semophylax apicepuncta  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/S2C6",8085232
Celmisia,Apatetris melanombra  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3K33",5390965
Centaurea,Dichomeris rasilella  Herrich-SchÃ¤ffer; Metzneria neuropterella  Zeller; Scrobipalpa acuminatella  Sircom; Scrobipalpa pauperella  Heinemann,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3K5Z",3127469
Centaurea biebersteinii,Metzneria paucipunctella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/7JJPD",3127469
Centaurea nigra,Metzneria metzneriella  Stainton; Ptocheuusa paupella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/S73C",
Centaurea scabiosa,Metzneria aprilella  Herrich-SchÃ¤ffer,species,,"https://www.catalogueoflife.org/data/taxon/S7DZ",
Centaurea stoebe,Metzneria paucipunctella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/S7J3",3127727
Cerastium,Caryocolum fraternella  Douglas; Caryocolum petrophilum  Preissecker,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3KNW",2873815
Cerastium arvense,Caryocolum alsinella  Zeller; Caryocolum blandelloides  Karsholt; Caryocolum fraternella  Douglas; Caryocolum interalbicella  Herrich-SchÃ¤ffer; Caryocolum junctella  Douglas; Caryocolum tricolorella  Haworth; Caryocolum vicinella  Douglas,species,accepted,"https://www.catalogueoflife.org/data/taxon/SK3M",3085433
Cerastium fontanum,Caryocolum alsinella  Zeller; Caryocolum fraternella  Douglas; Caryocolum marmoreum  Haworth; Caryocolum proximum  Haworth; Eulamprotes wilkella  Linnaeus,species,accepted,"https://www.catalogueoflife.org/data/taxon/SK8H",
Cerastium fontanum vulgare,Caryocolum alsinella  Zeller; Caryocolum marmoreum  Haworth; Eulamprotes wilkella  Linnaeus,species,accepted,"https://www.catalogueoflife.org/data/taxon/5XJFV",3811517
Cerastium pauciflorum,,species,accepted,"https://www.catalogueoflife.org/data/taxon/SKF4",
Cerastium pumilum,Caryocolum blandulella  Tutt,species,ambiguous synonym,"https://www.catalogueoflife.org/data/taxon/SKGH",
Cerastium semidecandrum,Caryocolum alsinella  Zeller; Caryocolum blandulella  Tutt; Caryocolum marmoreum  Haworth,species,accepted,"https://www.catalogueoflife.org/data/taxon/5XKYV",3085434
Cerastium semidecandrum ?,Caryocolum blandelloides  Karsholt; Caryocolum blandulella  Tutt; Caryocolum fraternella  Douglas,species,accepted,"https://www.catalogueoflife.org/data/taxon/5XKYV",3085434
Cercis,Fascista cercerisella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CKBR",2955919
Cercis canadensis,Fascista cercerisella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/SSQS",
Cercocarpus,Chionodes occidentella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3KZG",3001885
Cercocarpus ledifolius,Evippe abdita  Braun,species,accepted,"https://www.catalogueoflife.org/data/taxon/SSSJ",8168453
Cercocarpus montanus glaber,Chionodes occidentella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/69KQG",3001924
Chamaecrista fasciculata,Polyhymno luteostrigella  Chambers; Stegasta bosqueella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/69Q5L",2949728
Chamaecrista mimosoides,Stegasta variana  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/5Y25J",2949769
Chamaecrista nictitans subsp. nictitans,,species,synonym,"https://www.catalogueoflife.org/data/taxon/5GDBZ",
Chenopodium,Chrysoesthia drurella  Fabricius; Chrysoesthia lingulacella  Clemens; Chrysoesthia sexguttella  Thunberg; Chrysoesthia stipella  Hubner; Prolita puertella  Busck; Scrobipalpa atriplicella  Fischer v. RÃ¶sl.; Scrobipalpa nitentella  Fuchs; Scrobipalpa obsoletella  Fischer v. RÃ¶sl.,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3MS5",3083823
Chenopodium album,Chrysoesthia lingulacella  Clemens; Chrysoesthia sexguttella  Thunberg; Scrobipalpa atriplicella  Fischer v. RÃ¶sl.; Scrobipalpula artemisiella  Kearfott,species,accepted,"https://www.catalogueoflife.org/data/taxon/TX8H",3083838
Chenopodium album var. centrorubrum,Chrysoesthia sexguttella  Thunberg,species,synonym,"https://www.catalogueoflife.org/data/taxon/TXDF",
Chenopodium murale,Scrobipalpa atriplicella  Fischer v. RÃ¶sl.; Scrobipalpa obsoletella  Fischer v. RÃ¶sl.,species,,"https://www.catalogueoflife.org/data/taxon/TXGQ",
Chenopodium quinoa,Eurysacca melanocampta  Meyrick; Scrobipalpa atriplicella  Fischer v. RÃ¶sl.,species,accepted,"https://www.catalogueoflife.org/data/taxon/TXKJ",
Chionochloa,Megacraspedus calamogonus  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VW78",4116788
Chrysolepis,Evippe sp.,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VW8K",2882253
Cienfuegosia thespesioides,Scodes deflecta  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/56FST",3937687
Cinnamomum,Anarsia epotias  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3PZP",3033980
Cirsium,Scrobipalpa acuminatella  Sircom; Scrobipalpa pauperella  Heinemann,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3Q7P",3112554
Cirsium acaule,Metzneria neuropterella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/VHMF",3112799
Cistus,Mesophleps corsicella  Herrich-SchÃ¤ffer,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3Q9F",2874026
Cistus albidus,Dichomeris cisti  Staudinger; Teleiodes cisti  Stainton; Telphusa cistiflorella  Constant,species,accepted,"https://www.catalogueoflife.org/data/taxon/VLHX",7331435
Cistus crispus,Dichomeris limbipunctellus  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/VLKK",3595767
Cistus salviifolius,Dichomeris limbipunctellus  Staudinger; Teleiodes cisti  Stainton,species,accepted,"https://www.catalogueoflife.org/data/taxon/VLQL",2874027
Citrus,Coleotechnites citriella  Chambers; Dichomeris citrifoliella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3QB2",3190155
Citrus aurantium,Dichomeris citrifoliella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/VMN6",8077391
Citrus sinensis,Coleotechnites citriella  Chambers; Dichomeris citrifoliella  Chambers,species,,"https://www.catalogueoflife.org/data/taxon/VMN6",
Cladonia,Chionodes continuella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/62LF9",2607519
Clidemia hirta,Compsolechia seductella  Walker,species,accepted,"https://www.catalogueoflife.org/data/taxon/73GNK",3188642
Coccoloba,Eunebristis zingarella  Walsingham,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3RLQ",2888822
Coccoloba swartzii,Eunebristis zingarella  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/WL5S",2888836
Coccoloba uvifera,Eunebristis zingarella  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/WL69",2888831
Cochlospermum regium,Pectinophora gossypiella  Saunders,species,accepted,"https://www.catalogueoflife.org/data/taxon/WNKW",
Cocos nucifera,Coconympha iriarcha  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/WP6H",2735117
Codariocalyx gyroides,Dichomeris acuminatus  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/5ZHJ2",2968942
Coffea,Dichomeris   ; Encolpotis xanthoria  Meyrick; Mesophleps palpigera  Walsingham; Phthorimaea operculella  Zeller; Trichotaphe sp.,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8VWDB",2895315
Coffea arabica,Dichomeris sp.  ; Mesophleps palpigera  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/WVWV",2895345
Coffea excelsa,Mesophleps palpigera  Walsingham,species,,"https://www.catalogueoflife.org/data/taxon/WVZ8",
Coffea liberica,Mesophleps palpigera  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/WW3B",8524134
Coffea quillou - delete,,species,synonym,,
Colubrina texensis,Coleotechnites colubrinae  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/5ZPVY",5372460
Combretum,Dichomeris claviculata  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3SRG",2986357
Comptonia peregrina,Aroga argutiola  Hodges; Aroga trialbamaculella  Chambers; Dichomeris bipunctella  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/XJH2",5414197
Convolvulus,Helcystogramma lamprostoma  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3TL7",2928386
Convolvulus althaeoides,Helcystogramma lamprostoma  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/XYTC",2928400
Convolvulus arvensis,Helcystogramma convolvuli  Walsingham; Helcystogramma triannulella  Herrich-SchÃ¤ffer,species,accepted,"https://www.catalogueoflife.org/data/taxon/5ZXFY",2928390
Convolvulus pluricaulis,Helcystogramma lamprostoma  Zeller,species,,"https://www.catalogueoflife.org/data/taxon/XZLJ",
Conyza,Apodia bifractella  Duponchel,genus,accepted,"https://www.catalogueoflife.org/data/taxon/B3G43",5397989
Corchorus,Pectinophora gossypiella  Saunders,genus,accepted,"https://www.catalogueoflife.org/data/taxon/3TYJ",3032212
Corchorus olitorius,Pectinophora gossypiella  Saunders,species,accepted,"https://www.catalogueoflife.org/data/taxon/6B2TC",3152084
Corethrogyne,Dichomeris simpliciella  Busck,genus,accepted,"https://www.catalogueoflife.org/data/taxon/62MNT",7521119
